id ,admissionno,codeno,studentidno,sadmissionidno,photo,imagesize,aadharno,studentname,gender,16-11-2022,bloodgroup,fathername,fatheroccupation,mothername,motheroccupation,address1,address2,city,pincode,district,state,phone,moblie,religion,cast,nation,currentclass,section,broadof,currentyear,schoolname,schoolbranch,schoolidno,teacheridno,email,passwords,token,sastatus,sssstatusprocess,emailverfied,phoneverified,moblieverified,officename,officebranch,officeidno,datetime,verifiedondate
,20701704,812004,60440366,20701704,,,0,Brandi Berry,Male,04-02-2020,B+ve,James Lopez,BUSINESS,Miss Stacey Mendez,OTHER,"Unit 5678 Box 9552
DPO AE 74408","Unit 5678 Box 9552
DPO AE 74408",Kumarghat,799290,Unakoti,Tripura,9089943814,9928503094,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,john07@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,22-11-2022 17:21,
,11308186,325004,60019990,11308186,,,0,Cheryl Jenkins,Female,23-10-2010,AB+ve,Melissa Dyer,BUSINESS,Angela Hawkins,TEACHING,"675 Williams Stream
Chasechester, WA 50105","675 Williams Stream
Chasechester, WA 50105",P.O. Nankatthi,491001,Durg,Chhattisgarh,9755495541,9755904321,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,penny23@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,23-11-2022 17:21,
,20436858,472336,60255589,20436858,,,0,Joseph Hernandez DDS,Male,19-08-2017,B+ve,Amanda Howell,PUBLIC SECTOR,Julie Mccarty,TEACHING,"445 Valerie Ville Suite 199
East Williamfort, AK 30871","445 Valerie Ville Suite 199
East Williamfort, AK 30871",Secunderabad,500056,Ranga Reddy,Telangana,9542707592,9694559676,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jill22@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,24-11-2022 17:21,
,13401392,301001,60047082,13401392,,,0,Joseph Romero,Male,26-09-2019,B+ve,Robert James,PRIVATE SERVICE,Joyce Sanders,GOVERNMENT,"84127 Dorsey Union
Dennistown, NM 26602","84127 Dorsey Union
Dennistown, NM 26602",Una,176601,Una,Himachal Pradesh,9816819868,9771658340,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,christian14@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,25-11-2022 17:21,
,17218327,842001,60817658,17218327,,,0,Daniel Woods,Male,12-10-2022,B+ve,Grace Edwards,GOVERNMENT,Judy Frey,OTHER,"57233 Proctor Ford
West Tylerport, WA 63598","57233 Proctor Ford
West Tylerport, WA 63598",Murmadi,441804,Bhandara,Maharashtra,7218191815,9890863057,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,nicolewise@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,26-11-2022 17:21,
,18901569,416308,60776055,18901569,,,0,Sophia Rodriguez,Male,16-07-2011,O-ve,Patrick Guerra,TEACHING,Allen Tran,OTHER,"1936 Johnson Drive Apt. 307
Branchburgh, GA 67190","1936 Johnson Drive Apt. 307
Branchburgh, GA 67190",Sundargarh,770013,Sundargarh,Odisha,8763329543,8358967837,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,kpatterson@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,27-11-2022 17:21,
,11116877,474012,60847653,11116877,,,0,Jordan Kennedy,Male,21-01-2019,B+ve,Amber Jordan,PUBLIC SECTOR,Martin Huffman,PUBLIC SECTOR,"2488 Wallace Gateway Apt. 613
Jordanstad, NM 01156","2488 Wallace Gateway Apt. 613
Jordanstad, NM 01156",Aropur,801117,Patna,Bihar,7033987595,9801947351,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,langamanda@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,28-11-2022 17:21,
,82100620,843331,60080365,82100620,,,0,Nicholas Cook,Male,06-01-2014,AB+ve,John Keller,PRIVATE SERVICE,James Ruiz,OTHER,"899 Thomas Springs Apt. 421
Port Barbaraberg, OR 41834","899 Thomas Springs Apt. 421
Port Barbaraberg, OR 41834",Durgapur,713213,Burdwan,West Bengal,9332486842,9434413806,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,david08@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,29-11-2022 17:21,
,70403786,721212,60302322,70403786,,,0,Jeffrey Green,Male,14-02-2018,B+ve,Shawn Gutierrez,BUSINESS,Amanda Hart,ENGINEERING,"USNV Mcguire
FPO AE 07702","USNV Mcguire
FPO AE 07702",Kothapeta,533223,East Godavari,Andhra Pradesh,9701273469,9571225289,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,zimmermanjoseph@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,30-11-2022 17:21,
,10414510,344001,60815260,10414510,,,0,Michael Velasquez,Male,25-06-2019,B+ve,Jennifer King,GOVERNMENT,Jeff Young,OTHER,"219 Mendoza Camp Apt. 953
South Cathy, IN 51692","219 Mendoza Camp Apt. 953
South Cathy, IN 51692",Vijayawada,520003,Krishna,Andhra Pradesh,8008476757,9417801244,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,qrandolph@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,01-12-2022 17:21,
,13001774,144514,60016123,13001774,,,0,Diane Clark,Male,18-01-2010,B+ve,Laurie Calderon,ENGINEERING,Sarah Hayes,OTHER,"82233 Robert Curve Suite 405
Aliciamouth, DE 62408","82233 Robert Curve Suite 405
Aliciamouth, DE 62408",Gurgaon,122002,Gurgaon,Haryana,9717890222,9782391209,GEN,,INDIAN,5CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,kfowler@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,02-12-2022 17:21,
,17101541,341025,60990280,17101541,,,0,Stanley Wallace,Male,10-01-2022,B+ve,Kevin Walker,BUSINESS,Sean Pollard,OTHER,"99712 Mitchell Manors Apt. 757
Angelicafurt, OK 22795","99712 Mitchell Manors Apt. 757
Angelicafurt, OK 22795",Mankhurd West,400043,Mumbai,Maharashtra,8652100491,8816884207,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,martin42@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,03-12-2022 17:21,
,21808785,125051,60611078,21808785,,,0,Jennifer Booth,Male,10-09-2022,B+ve,Cynthia Martin,BUSINESS,Matthew Hughes,TEACHING,"22660 Santos Vista Suite 125
Moorehaven, ME 05645","22660 Santos Vista Suite 125
Moorehaven, ME 05645",Kanpur,208019,Kanpur,Uttar Pradesh,9837025646,8013512293,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,joshua62@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,04-12-2022 17:21,
,17408664,700064,60939042,17408664,,,0,Edward Morrison,Male,31-01-2017,O+ve,Nicole Ryan,GOVERNMENT,Allen Scott,OTHER,"335 Andrew Field Suite 087
East Stephanieberg, MO 91622","335 Andrew Field Suite 087
East Stephanieberg, MO 91622",Pandharpur,413304,Solapur,Maharashtra,9970957272,9005364114,ST,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,angela65@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,05-12-2022 17:21,
,10309216,285204,60774656,10309216,,,0,Ann Burch,Female,15-10-2016,B+ve,Emily Gillespie,GOVERNMENT,Dana Ward,OTHER,"126 Melissa Islands Suite 358
Lake Kellymouth, OR 86768","126 Melissa Islands Suite 358
Lake Kellymouth, OR 86768",Mittoor,517001,Chittoor,Andhra Pradesh,9550777100,9807051556,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,mfarmer@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,06-12-2022 17:21,
,13400724,275101,61002041,13400724,,,0,Emily Clarke,Male,28-10-2017,O+ve,Curtis Rodriguez,GOVERNMENT,Scott Gardner,GOVERNMENT,"0736 George Village Apt. 143
Hamiltonview, UT 65725","0736 George Village Apt. 143
Hamiltonview, UT 65725",Tehsil Hamirpur,177501,Hamirpur,Himachal Pradesh,9736635465,9937555273,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jeffreysmith@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,07-12-2022 17:21,
,76800207,761104,60177673,76800207,,,0,Mark Brock,Female,28-03-2011,B+ve,Richard Delacruz,BUSINESS,Ryan Mitchell,OTHER,"079 Robert Key
East Paula, NY 37388","079 Robert Key
East Paula, NY 37388",Vidisha,464001,Vidisha,Madhya Pradesh,9406867158,9464490426,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,diazdaniel@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,08-12-2022 17:21,
,20805424,143505,60108567,20805424,,,0,Kelsey Brady DDS,Male,05-05-2020,O+ve,William Petersen,GOVERNMENT,Veronica Jones,OTHER,"031 Jeffrey Turnpike
Lake Adamchester, AR 53044","031 Jeffrey Turnpike
Lake Adamchester, AR 53044",Srinagar Garhwal,246174,Pauri,Uttarakhand,9917034462,9868036521,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,shelbyclark@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,09-12-2022 17:21,
,19602450,110043,60017142,19602450,,,0,Shelby Davis,Male,23-09-2015,B+ve,Rebecca Salazar,ADVOCATE,Kim Pham,OTHER,"43848 Sweeney Haven
Benjaminmouth, MD 88321","43848 Sweeney Haven
Benjaminmouth, MD 88321",Julana,126101,Jind,Haryana,9467973061,9978266099,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,khart@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,10-12-2022 17:21,
,21505506,383350,60694627,21505506,,,0,John White,Female,29-10-2015,B+ve,Sarah Williams,GOVERNMENT,Rhonda Ford,OTHER,"3380 Luke Walk Suite 068
New Branditon, MD 63374","3380 Luke Walk Suite 068
New Branditon, MD 63374",Bareilly,243001,Bareilly,Uttar Pradesh,9837095145,8756720543,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,megananderson@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,11-12-2022 17:21,
,18903061,209722,60705404,18903061,,,0,Kimberly Osborne,Female,18-05-2014,B+ve,Olivia Archer,BUSINESS,Kevin Garcia,OTHER,"475 Sanders Plains
Lake Shelley, MA 05606","475 Sanders Plains
Lake Shelley, MA 05606",Rourkela,769003,Sundargarh,Odisha,9437244582,9880821919,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,lbrown@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,12-12-2022 17:21,
,13804362,575003,60116268,13804362,,,0,Curtis Gregory,Male,20-02-2020,B+ve,Jeff Bonilla,GOVERNMENT,Nicole Rice,GOVERNMENT,"848 Jeffrey Point Apt. 081
Cynthiaside, TN 10713","848 Jeffrey Point Apt. 081
Cynthiaside, TN 10713",Town,825410,Koderma,Jharkhand,9570855392,9906280183,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,john83@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,13-12-2022 17:21,
,12510450,192231,60861875,12510450,,,0,Debra Jones,Female,01-07-2022,B+ve,Kelly Barber,BUSINESS,Johnny Burnett,OTHER,"091 Buckley Grove
Glennmouth, WY 46344","091 Buckley Grove
Glennmouth, WY 46344",Gir Gadhda,362530,Junagadh,Gujarat,9879386575,9427060078,OBC,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,lambertashley@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,14-12-2022 17:21,
,19700315,384315,60087331,19700315,,,0,Wesley Johnson,Male,06-07-2017,B+ve,April Davis,ADVOCATE,Mr. Zachary Montes,OTHER,"553 Ellis Bypass
Port Maryland, LA 62171","553 Ellis Bypass
Port Maryland, LA 62171",Reodar,307514,Sirohi,Rajasthan,9587704576,8651339609,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,beckerlindsey@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,15-12-2022 17:21,
,11620256,800027,60158634,11620256,,,0,Lawrence Smith,Male,25-03-2012,O+ve,Debbie Montgomery,GOVERNMENT,Julie Adams,OTHER,"2728 Hernandez Ford
Joshuaborough, VT 83720","2728 Hernandez Ford
Joshuaborough, VT 83720",Vijay Nagar,201009,Ghaziabad,Uttar Pradesh,9971727182,7250515548,ST,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,cookephillip@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,16-12-2022 17:21,
,21607438,843125,60102790,21607438,,,0,Micheal Scott,Male,28-02-2010,B+ve,Debra Ramirez,GOVERNMENT,Thomas Morton,OTHER,"8187 Sandy Harbor
Victorberg, LA 23731","8187 Sandy Harbor
Victorberg, LA 23731",Maghar ,272173,Sant Kabir Nagar ,Uttar Pradesh,9598735499,9000991569,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,stephanieayers@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,17-12-2022 17:21,
,19621634,500090,60798422,19621634,,,0,Denise Silva,Female,30-04-2020,A-ve,Rebecca Miller,GOVERNMENT,Matthew Bell,OTHER,"4761 Allen Parks
Rhodesmouth, NJ 74240","4761 Allen Parks
Rhodesmouth, NJ 74240",Sanganer,302029,Jaipur,Rajasthan,8384914447,9760532686,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,millerdana@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,18-12-2022 17:21,
,21920479,203131,60135574,21920479,,,0,Lindsey Johnson,Male,25-11-2018,B+ve,Donna Brown PhD,GOVERNMENT,Kevin Mcfarland,TEACHING,"21372 Joshua Light Suite 620
Mariafurt, OH 19826","21372 Joshua Light Suite 620
Mariafurt, OH 19826",Lucknow,226002,Lucknow,Uttar Pradesh,9451949981,9747887258,SC,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,matthewgraves@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,19-12-2022 17:21,
,20401625,691571,60714540,20401625,,,0,Sheri James,Male,11-06-2020,B+ve,Calvin Becker,DOCTOR,Elizabeth Allen,DOCTOR,"66555 Benitez Station Suite 614
South Jessicachester, IA 83072","66555 Benitez Station Suite 614
South Jessicachester, IA 83072",Saroornagar,500059,Rangareddy,Telangana,8333038724,9301074369,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,ericprice@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,20-12-2022 17:21,
,71605755,461228,60627297,71605755,,,0,Taylor Ramirez,Female,30-03-2021,O+ve,Lori Cross,BUSINESS,Heather Wilkerson,OTHER,"67849 Huynh Coves Suite 727
Shannonton, HI 69154","67849 Huynh Coves Suite 727
Shannonton, HI 69154",Rohini,110085,North West Delhi,Delhi,8285235875,9419201401,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,charles26@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,21-12-2022 17:21,
,13101155,181221,60501872,13101155,,,0,Gabrielle Caldwell,Male,11-05-2011,B+ve,Luis Hart,TEACHING,Daniel Moore,TEACHING,"58657 Torres Tunnel
Greenmouth, SC 15234","58657 Torres Tunnel
Greenmouth, SC 15234",Hisar,125001,Hisar,Haryana,7357372549,9459288891,GEN,,INDIAN,6CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,medinamegan@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,22-12-2022 17:21,
,17313431,176023,60797590,17313431,,,0,Wesley Perez,Female,01-07-2013,O+ve,Erica Flores,GOVERNMENT,Gary Johnson,OTHER,"302 Singleton Springs Suite 261
Stephanieside, OH 33303","302 Singleton Springs Suite 261
Stephanieside, OH 33303",Nashik,422002,Nashik,Maharashtra,9422246046,9995659257,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,elopez@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,23-12-2022 17:21,
,11603398,671321,60248270,11603398,,,0,Patrick Martinez,Male,16-07-2014,B+ve,Jamie Lee,GOVERNMENT,Richard Huber,OTHER,"72261 Martinez Run Suite 086
East Ruben, NE 77136","72261 Martinez Run Suite 086
East Ruben, NE 77136",Kamalpur Burari,110084,North,Delhi,9868364466,9974855131,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,tracy61@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,24-12-2022 17:21,
,20432443,389350,60221968,20432443,,,0,Debra Jones,Male,08-01-2013,O+ve,Anthony Hernandez,GOVERNMENT,Dr. Donna Cochran,OTHER,"PSC 9768, Box 6135
APO AE 09530","PSC 9768, Box 6135
APO AE 09530",Hyderabad,500059,Rangareddy,Telangana,9951992456,8083549607,ST,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,laura31@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,25-12-2022 17:21,
,11700112,828201,60609940,11700112,,,0,Richard Walker,Male,02-01-2018,B+ve,Rachel Sweeney,GOVERNMENT,Amanda Wilson,BUSINESS,"1594 Don Mountains
Port Danieltown, SD 51150","1594 Don Mountains
Port Danieltown, SD 51150",Kagal,416216,Kolhapur,Maharashtra,9637118989,9975076727,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,daniellebrown@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,26-12-2022 17:21,
,13001208,442401,60461612,13001208,,,0,Joshua Mcdaniel,Female,16-11-2021,O+ve,Brittany Vega,ENGINEERING,Vanessa Hess,OTHER,"589 Mark Coves
Zavalaborough, GA 55882","589 Mark Coves
Zavalaborough, GA 55882",Rewari,123401,Rewari,Haryana,9811476646,9605338996,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,gonzalezbrittany@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,27-12-2022 17:21,
,10415153,680519,60136312,10415153,,,0,Charles Payne,Female,28-05-2021,O+ve,Richard Miller,BUSINESS,Eric Lowe,BUSINESS,"Unit 6997 Box 1517
DPO AE 46551","Unit 6997 Box 1517
DPO AE 46551",Kothapeta,533223,East Godavari,Andhra Pradesh,9948498742,9460273205,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,jessica11@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,28-12-2022 17:21,
,21803209,341303,60028023,21803209,,,0,Meredith Hunt,Male,21-03-2012,O+ve,Mary Carrillo,GOVERNMENT,Kevin Keith,TEACHING,"015 Gilmore Village Apt. 939
Faulknerside, IL 90736","015 Gilmore Village Apt. 939
Faulknerside, IL 90736",Kanpur,208022,Kanpur,Uttar Pradesh,7607221112,9895197154,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,sean80@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,29-12-2022 17:21,
,17110160,676319,60068315,17110160,,,0,Wesley Macias,Male,03-08-2021,O+ve,Chelsea Woodward,BUSINESS,Rebecca Campbell,OTHER,"7205 Nicole Heights
Tammymouth, SD 16349","7205 Nicole Heights
Tammymouth, SD 16349",Mumbai,400102,Thane,Maharashtra,8691937668,8129378125,OBC,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,rjohnson@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,30-12-2022 17:21,
,11103140,676101,60199560,11103140,,,0,Steven Williams,Male,14-01-2022,B+ve,Andrew Haynes,ENGINEERING,Ryan Nguyen,TEACHING,"49574 Wilson Cliff
Mccarthyside, MD 44060","49574 Wilson Cliff
Mccarthyside, MD 44060",Kurwan,848206,Samastipur ,Bihar,9955882177,9039358781,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,cruzjennifer@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,31-12-2022 17:21,
,10308781,451001,60676426,10308781,,,0,Karen Adams MD,Male,08-10-2010,O+ve,Brandon Zuniga,BUSINESS,Jackson Frank,BUSINESS,"543 Joseph Lock Apt. 765
Selenamouth, MN 80921","543 Joseph Lock Apt. 765
Selenamouth, MN 80921",Anantapur,515001,Anantapur,Andhra Pradesh,8374665608,9416649434,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,derekvaughn@example.net,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,01-01-2023 17:21,
,19707101,125052,60222160,19707101,,,0,Anna Hernandez,Male,17-03-2021,O-ve,Thomas Esparza,BUSINESS,Adriana Sullivan,OTHER,"1386 Davidson Inlet Suite 855
Fisherbury, OR 31911","1386 Davidson Inlet Suite 855
Fisherbury, OR 31911",Dangiyawas,342027,Jodhpur,Rajasthan,9001599644,9199968640,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,moorejason@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,02-01-2023 17:21,
,17201748,831002,60187970,17201748,,,0,Dalton Simmons,Male,30-09-2022,AB+ve,Lisa Smith,OTHER,Morgan Weaver,OTHER,"7853 Villa Mission
New Lawrencefort, MS 17752","7853 Villa Mission
New Lawrencefort, MS 17752",Chandrapur,442401,Chandrapur,Maharashtra,8888524778,8657166315,OBC,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,wilsondylan@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,03-01-2023 17:21,
,22308060,424002,60295324,22308060,,,0,Ms. Susan Banks,Male,17-03-2019,B+ve,Kenneth Jackson,BUSINESS,Joe Lutz,TEACHING,"671 Cole Neck
Mooreberg, SD 41977","671 Cole Neck
Mooreberg, SD 41977",Shyamnagar,743127,North Twenty Four Parganas,West Bengal,8902195872,9992969671,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,taylorchristine@example.org,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,04-01-2023 17:21,
,11808058,125001,60029803,11808058,,,0,Gregory Wilson,Female,08-10-2017,B+ve,Kimberly Baker,PRIVATE SERVICE,Heather Mccall,OTHER,"113 Danielle Burgs Apt. 122
Herreraburgh, NY 29042","113 Danielle Burgs Apt. 122
Herreraburgh, NY 29042",Ghodasar,380050,Ahmedabad,Gujarat,9099805903,9416641729,GEN,,INDIAN,7CLASS,A,board of secondary education,2022,SAVELFLDB8AH,SATANSB1QB24LT,1438706295,3257069841,melissa97@example.com,,,ACTIVATION-PENDING	,STUDYING,0,0,0,aeFhifDLAGlE,pxrzwnyovsuq,85241039,05-01-2023 17:21,
